area,start_date,end_date,value
Bitterroot,1991-08-01,1991-08-31,24.558367589488626
Gallatin,1991-08-01,1991-08-31,30.768685452640057
Paradise Valley,1991-08-01,1991-08-31,30.768685452640057
Bitterroot,1991-09-01,1991-09-30,24.877822287380695
Gallatin,1991-09-01,1991-09-30,46.648009330034256
Paradise Valley,1991-09-01,1991-09-30,59.330447271466255
Bitterroot,1991-10-01,1991-10-31,32.910010495223105
Gallatin,1991-10-01,1991-10-31,29.612429939210415
Paradise Valley,1991-10-01,1991-10-31,54.780829429626465
Bitterroot,1991-11-01,1991-11-30,182.40829249471426
Gallatin,1991-11-01,1991-11-30,33.38056919211522
Paradise Valley,1991-11-01,1991-11-30,96.41982178529724
Bitterroot,1991-12-01,1991-12-31,97.49932754784822
Gallatin,1991-12-01,1991-12-31,9.445416834205389
Paradise Valley,1991-12-01,1991-12-31,47.78461403399706
Bitterroot,1992-01-01,1992-01-31,51.83028866350651
Gallatin,1992-01-01,1992-01-31,9.843007683753967
Paradise Valley,1992-01-01,1992-01-31,18.436515441164374
Bitterroot,1992-02-01,1992-02-29,49.41372981155291
Gallatin,1992-02-01,1992-02-29,9.373644828796387
Paradise Valley,1992-02-01,1992-02-29,33.25662422180176
Bitterroot,1992-03-01,1992-03-31,35.21334269270301
Gallatin,1992-03-01,1992-03-31,22.625202290713787
Paradise Valley,1992-03-01,1992-03-31,33.600278980564326
Bitterroot,1992-04-01,1992-04-30,103.52878703176975
Gallatin,1992-04-01,1992-04-30,57.7937904689461
Paradise Valley,1992-04-01,1992-04-30,92.53104656934738
Bitterroot,1992-05-01,1992-05-31,36.796966610476375
Gallatin,1992-05-01,1992-05-31,57.56720048002899
Paradise Valley,1992-05-01,1992-05-31,57.56720048002899
Bitterroot,1992-06-01,1992-06-30,66.38811630010605
Gallatin,1992-06-01,1992-06-30,109.14173990488052
Paradise Valley,1992-06-01,1992-06-30,109.14173990488052
Bitterroot,1992-07-01,1992-07-31,68.65384943969548
Gallatin,1992-07-01,1992-07-31,44.55047106416896
Paradise Valley,1992-07-01,1992-07-31,54.21407902939245
Bitterroot,1992-08-01,1992-08-31,28.379696619696915
Gallatin,1992-08-01,1992-08-31,13.193851605057716
